date,pm25,pm10,no2,so2,co,o3,aqi,temp,humidity,wind,day_of_week,month
2015-11-07,353.86,496.61,86.59,19.96,2.76,107.69,483.0,30,60,5,5,11
2015-11-08,217.55,356.92,75.98,31.77,2.84,103.4,451.0,30,60,5,6,11
2015-11-09,201.44,364.2,79.2,40.75,2.01,108.12,378.0,30,60,5,0,11
2015-11-10,249.95,452.96,84.89,33.72,2.64,115.45,439.0,30,60,5,1,11
2015-11-11,219.68,408.52,55.72,25.96,1.5,89.58,431.0,30,60,5,2,11
2015-11-12,258.48,398.16,54.69,28.58,1.84,75.26,421.0,30,60,5,3,11
2015-11-13,291.66,469.38,61.66,21.15,1.75,101.14,454.0,30,60,5,4,11
2015-11-14,221.68,377.4,60.05,21.27,1.72,90.08,450.0,30,60,5,5,11
2015-11-15,214.24,342.13,83.62,22.68,2.1,101.15,367.0,30,60,5,6,11
2015-11-16,184.02,323.56,85.03,21.27,2.26,94.79,383.0,30,60,5,0,11
2015-11-17,136.22,280.47,57.11,17.53,2.1,71.44,347.0,30,60,5,1,11
2015-11-18,188.09,367.46,74.39,21.78,2.3,86.88,369.0,30,60,5,2,11
2015-11-19,238.69,397.16,96.62,25.59,2.87,101.68,392.0,30,60,5,3,11
2015-11-20,271.42,470.08,101.44,26.81,3.28,124.74,455.0,30,60,5,4,11
2015-11-21,293.73,467.32,97.76,23.06,2.96,114.3,450.0,30,60,5,5,11
2015-11-22,247.27,450.96,92.32,20.77,2.73,116.29,478.0,30,60,5,6,11
2015-11-23,266.95,419.98,105.29,24.92,3.49,132.26,431.0,30,60,5,0,11
2015-11-24,241.61,424.09,88.74,19.65,2.6,113.35,440.0,30,60,5,1,11
2015-11-25,149.14,312.85,54.63,15.97,1.98,81.11,376.0,30,60,5,2,11
2015-11-26,182.5,317.46,69.29,21.35,1.84,93.71,347.0,30,60,5,3,11
2015-11-27,193.58,343.26,71.35,19.49,1.71,90.46,343.0,30,60,5,4,11
2015-11-28,172.89,294.29,47.21,17.09,1.43,70.51,362.0,30,60,5,5,11
2015-11-29,190.46,342.59,51.84,20.73,1.88,67.97,319.0,30,60,5,6,11
2015-11-30,282.76,419.33,78.48,24.51,2.51,131.34,425.0,30,60,5,0,11
2015-12-01,183.28,371.83,83.03,16.48,1.77,93.52,400.0,30,60,5,1,12
2015-12-02,170.74,399.64,95.99,19.04,1.87,88.0,386.0,30,60,5,2,12
2015-12-03,190.14,412.29,92.91,19.24,1.74,86.19,385.0,30,60,5,3,12
2015-12-04,186.64,352.14,79.52,20.76,2.28,88.93,392.0,30,60,5,4,12
2015-12-05,282.01,433.03,121.11,31.36,3.4,129.79,428.0,30,60,5,5,12
2015-12-06,218.22,439.01,113.45,34.05,3.24,122.22,394.0,30,60,5,6,12
2015-12-07,249.8,421.49,103.77,22.34,3.07,103.29,440.0,30,60,5,0,12
2015-12-08,283.59,478.19,140.09,23.41,3.33,139.79,437.0,30,60,5,1,12
2015-12-09,250.69,411.48,93.99,21.72,2.74,131.99,431.0,30,60,5,2,12
2015-12-10,211.95,386.66,78.05,22.11,2.46,123.11,383.0,30,60,5,3,12
2015-12-11,198.38,410.6,64.21,18.41,2.1,119.41,377.0,30,60,5,4,12
2015-12-12,184.12,385.05,55.01,16.09,1.91,122.43,379.0,30,60,5,5,12
2015-12-13,135.42,338.3,63.9,18.89,2.01,101.58,333.0,30,60,5,6,12
2015-12-14,118.6,380.24,59.09,13.66,2.7,79.22,314.0,30,60,5,0,12
2015-12-15,88.3,391.9,40.52,14.88,1.86,25.23,174.0,30,60,5,1,12
2015-12-16,111.45,391.9,34.44,14.56,1.75,38.16,244.0,30,60,5,2,12
2015-12-17,152.24,391.9,23.07,19.41,1.89,29.89,308.0,30,60,5,3,12
2015-12-18,136.75,391.9,25.24,19.87,1.52,20.82,320.0,30,60,5,4,12
2015-12-19,114.35,391.9,26.84,13.17,1.94,33.06,270.0,30,60,5,5,12
2015-12-20,181.67,391.9,111.18,18.97,21.22,20.58,320.0,30,60,5,6,12
2015-12-21,135.78,391.9,78.99,15.59,29.46,20.57,313.0,30,60,5,0,12
2015-12-22,204.72,391.9,136.15,23.64,11.45,57.16,326.0,30,60,5,1,12
2015-12-23,321.52,589.93,102.69,22.66,2.94,111.69,459.0,30,60,5,2,12
2015-12-24,129.08,486.66,55.01,13.43,30.44,32.42,314.0,30,60,5,3,12
2015-12-25,132.56,294.13,71.91,17.57,9.61,75.29,304.0,30,60,5,4,12
2015-12-26,158.69,331.93,88.96,21.02,10.3,88.64,310.0,30,60,5,5,12
2015-12-27,187.01,375.13,90.57,21.41,11.3,98.88,370.0,30,60,5,6,12
2015-12-28,148.77,332.68,75.69,20.34,9.27,85.96,328.0,30,60,5,0,12
2015-12-29,159.67,325.05,73.11,21.23,2.32,82.69,331.0,30,60,5,1,12
2015-12-30,233.97,391.19,87.4,22.31,1.94,94.75,412.0,30,60,5,2,12
2015-12-31,240.97,389.18,72.93,24.08,2.38,87.26,433.0,30,60,5,3,12
2016-01-01,295.71,476.09,94.04,23.57,2.42,108.14,463.0,30,60,5,4,1
2016-01-02,239.21,395.29,81.22,23.33,2.15,90.45,465.0,30,60,5,5,1
2016-01-03,270.1,484.82,76.67,19.94,2.39,97.03,426.0,30,60,5,6,1
2016-01-04,339.8,586.2,133.95,27.9,2.97,91.2,496.0,30,60,5,0,1
2016-01-05,318.1,535.3,118.81,30.24,2.85,131.4,528.0,30,60,5,1,1
2016-01-06,305.51,524.01,103.78,25.78,3.37,135.04,538.0,30,60,5,2,1
2016-01-07,391.54,587.23,96.36,26.47,3.39,186.07,535.0,30,60,5,3,1
2016-01-08,339.87,540.86,67.85,14.19,2.34,150.8,603.0,30,60,5,4,1
2016-01-09,158.43,324.64,60.63,17.94,2.38,100.54,408.0,30,60,5,5,1
2016-01-10,183.24,345.68,68.86,24.96,2.14,130.02,368.0,30,60,5,6,1
2016-01-11,227.13,411.6,76.4,23.98,2.88,140.72,404.0,30,60,5,0,1
2016-01-12,195.21,381.19,78.61,24.06,2.06,131.63,444.0,30,60,5,1,1
2016-01-13,248.59,399.59,73.18,16.73,1.62,95.93,356.0,30,60,5,2,1
2016-01-14,196.87,339.06,55.91,11.82,1.35,97.98,397.0,30,60,5,3,1
2016-01-15,178.8,259.53,45.85,10.86,1.39,81.66,371.0,30,60,5,4,1
2016-01-16,138.86,220.21,41.92,11.25,1.55,67.4,311.0,30,60,5,5,1
2016-01-17,179.48,268.5,58.56,15.89,1.45,78.01,321.0,30,60,5,6,1
2016-01-18,269.05,451.43,78.22,15.42,2.4,107.94,424.0,30,60,5,0,1
2016-01-19,278.2,430.74,61.04,12.59,3.82,104.61,435.0,30,60,5,1,1
2016-01-20,272.1,415.38,56.67,14.75,1.84,100.12,455.0,30,60,5,2,1
2016-01-21,196.83,318.08,52.83,11.99,1.68,91.52,398.0,30,60,5,3,1
2016-01-22,290.66,418.92,73.9,17.13,1.94,136.52,399.0,30,60,5,4,1
2016-01-23,294.3,480.0,78.21,16.81,2.13,147.56,469.0,30,60,5,5,1
2016-01-24,303.5,446.28,64.55,14.74,2.6,132.54,488.0,30,60,5,6,1
2016-01-25,217.05,362.08,66.89,16.09,1.32,103.53,401.0,30,60,5,0,1
2016-01-26,308.75,462.91,80.14,17.97,1.7,139.27,446.0,30,60,5,1,1
2016-01-27,255.94,424.11,87.93,17.09,2.03,142.54,456.0,30,60,5,2,1
2016-01-28,283.03,463.03,90.45,23.63,2.09,151.6,451.0,30,60,5,3,1
2016-01-29,311.08,498.38,117.07,29.99,2.54,175.04,501.0,30,60,5,4,1
2016-01-30,285.83,450.72,111.19,27.94,2.54,157.74,505.0,30,60,5,5,1
2016-01-31,242.05,291.16,46.17,12.4,1.77,75.74,437.0,30,60,5,6,1
2016-02-01,121.4,193.5,60.12,16.33,1.08,90.99,305.0,30,60,5,0,2
2016-02-02,135.31,242.87,63.6,19.08,1.14,94.8,292.0,30,60,5,1,2
2016-02-03,136.87,273.78,61.81,24.23,1.11,95.15,306.0,30,60,5,2,2
2016-02-04,130.76,269.21,67.45,23.7,1.47,85.13,300.0,30,60,5,3,2
2016-02-05,206.72,383.25,86.15,30.2,1.82,121.22,371.0,30,60,5,4,2
2016-02-06,224.94,348.14,85.86,26.22,2.6,149.67,408.0,30,60,5,5,2
2016-02-07,170.45,249.91,72.61,20.74,1.28,95.23,343.0,30,60,5,6,2
2016-02-08,119.57,186.86,57.0,19.21,1.26,74.61,301.0,30,60,5,0,2
2016-02-09,181.76,261.7,65.45,19.53,1.46,106.92,322.0,30,60,5,1,2
2016-02-10,216.55,341.38,81.98,21.61,2.02,129.76,368.0,30,60,5,2,2
2016-02-11,150.0,270.49,70.99,21.25,1.88,93.1,349.0,30,60,5,3,2
2016-02-12,146.03,296.27,79.43,26.86,1.56,117.2,334.0,30,60,5,4,2
2016-02-13,110.89,228.81,56.05,20.94,2.14,101.47,333.0,30,60,5,5,2
2016-02-14,103.57,177.49,61.73,29.71,1.11,89.22,257.0,30,60,5,6,2
2016-02-15,115.7,219.52,66.8,27.44,1.88,93.47,265.0,30,60,5,0,2
2016-02-16,123.22,216.09,65.75,29.19,1.25,95.46,297.0,30,60,5,1,2
2016-02-17,135.38,236.15,80.76,37.35,1.36,89.38,289.0,30,60,5,2,2
2016-02-18,148.75,217.16,76.11,26.28,1.41,90.48,310.0,30,60,5,3,2
2016-02-19,207.1,307.38,66.45,32.25,1.76,108.89,366.0,30,60,5,4,2
2016-02-20,150.89,225.66,47.72,20.15,1.48,84.64,345.0,30,60,5,5,2
2016-02-21,76.12,137.44,30.51,10.43,1.0,73.2,228.0,30,60,5,6,2
2016-02-22,88.73,137.44,41.47,20.79,1.02,75.96,213.0,30,60,5,0,2
2016-02-23,86.17,194.61,56.77,21.27,1.41,95.32,208.0,30,60,5,1,2
2016-02-24,177.64,309.47,117.04,50.44,2.07,200.41,319.0,30,60,5,2,2
2016-02-25,131.69,232.45,81.93,21.19,1.6,97.56,315.0,30,60,5,3,2
2016-02-26,129.66,236.27,76.82,21.44,1.63,115.84,293.0,30,60,5,4,2
2016-02-27,144.98,245.96,86.59,24.43,1.78,117.3,342.0,30,60,5,5,2
2016-02-28,163.92,263.73,76.43,21.63,1.98,130.99,338.0,30,60,5,6,2
2016-02-29,170.12,255.34,76.4,17.63,1.99,137.57,344.0,30,60,5,0,2
2016-03-01,213.62,299.88,102.02,25.49,2.43,138.3,370.0,30,60,5,1,3
2016-03-02,175.63,244.58,102.23,25.53,1.94,157.07,365.0,30,60,5,2,3
2016-03-03,165.22,264.31,100.71,33.45,2.61,113.89,348.0,30,60,5,3,3
2016-03-04,115.55,201.71,60.47,16.6,1.36,103.88,312.0,30,60,5,4,3
2016-03-05,53.0,129.37,48.15,19.05,0.73,84.88,214.0,30,60,5,5,3
2016-03-06,47.43,60.61,55.78,15.1,0.86,81.26,165.0,30,60,5,6,3
2016-03-07,98.61,167.78,54.69,20.44,1.28,82.97,218.0,30,60,5,0,3
2016-03-08,84.42,134.81,43.9,26.24,1.07,61.83,230.0,30,60,5,1,3
2016-03-09,109.16,164.84,49.75,31.56,1.16,66.4,248.0,30,60,5,2,3
2016-03-10,129.9,240.67,60.19,26.69,1.57,92.04,276.0,30,60,5,3,3
2016-03-11,85.76,204.96,30.44,9.58,1.69,36.99,213.0,30,60,5,4,3
2016-03-12,60.17,79.14,15.89,8.04,2.0,31.91,127.0,30,60,5,5,3
2016-03-13,58.95,79.14,10.63,7.25,1.43,66.25,112.0,30,60,5,6,3
2016-03-14,51.82,79.14,38.11,18.53,1.22,55.08,111.0,30,60,5,0,3
2016-03-15,81.32,162.38,34.54,20.36,1.74,77.88,193.0,30,60,5,1,3
2016-03-16,67.63,152.46,36.61,17.04,1.14,48.58,123.0,30,60,5,2,3
2016-03-17,70.86,137.98,65.89,21.48,1.12,73.05,194.0,30,60,5,3,3
2016-03-18,72.47,133.3,64.64,27.7,1.24,70.45,186.0,30,60,5,4,3
2016-03-19,103.73,194.95,77.89,30.74,2.2,56.49,242.0,30,60,5,5,3
2016-03-20,95.52,167.64,57.84,20.52,1.56,97.74,267.0,30,60,5,6,3
2016-03-21,58.4,129.21,36.37,15.98,1.14,65.16,207.0,30,60,5,0,3
2016-03-22,47.43,139.62,31.12,13.54,0.96,70.69,176.0,30,60,5,1,3
2016-03-23,80.01,148.1,50.45,22.15,1.29,84.89,189.0,30,60,5,2,3
2016-03-24,156.01,228.19,88.44,24.44,2.18,169.36,341.0,30,60,5,3,3
2016-03-25,137.99,217.03,85.91,32.84,2.1,142.38,325.0,30,60,5,4,3
2016-03-26,72.44,122.24,42.51,23.86,1.1,66.2,259.0,30,60,5,5,3
2016-03-27,61.75,54.0,37.18,18.09,0.74,66.87,178.0,30,60,5,6,3
2016-03-28,81.46,110.31,53.01,25.75,1.04,77.27,219.0,30,60,5,0,3
2016-03-29,89.75,156.89,48.72,42.34,1.28,67.87,206.0,30,60,5,1,3
2016-03-30,88.68,163.7,46.74,36.91,1.35,47.01,221.0,30,60,5,2,3
2016-03-31,127.86,218.3,61.21,19.64,2.2,62.15,298.0,30,60,5,3,3
2016-04-01,130.7,217.84,15.89,12.78,1.39,29.69,316.0,30,60,5,4,4
2016-04-02,118.44,217.84,18.29,16.35,1.88,29.38,294.0,30,60,5,5,4
2016-04-03,148.22,217.84,44.98,27.44,1.68,69.66,314.0,30,60,5,6,4
2016-04-04,132.86,377.61,31.55,20.54,1.51,63.44,334.0,30,60,5,0,4
2016-04-05,97.83,174.11,20.15,18.86,1.38,28.8,261.0,30,60,5,1,4
2016-04-06,91.82,202.91,52.54,31.06,1.4,37.04,208.0,30,60,5,2,4
2016-04-07,129.61,329.68,58.6,35.57,1.22,32.33,289.0,30,60,5,3,4
2016-04-08,89.78,193.14,53.55,48.86,1.52,34.75,216.0,30,60,5,4,4
2016-04-09,166.76,272.67,63.03,46.97,1.51,47.93,314.0,30,60,5,5,4
2016-04-10,107.81,154.18,47.95,35.24,1.77,31.6,262.0,30,60,5,6,4
2016-04-11,81.12,246.86,36.5,22.66,0.72,61.02,257.0,30,60,5,0,4
2016-04-12,74.03,201.81,35.44,17.85,0.71,58.47,235.0,30,60,5,1,4
2016-04-13,74.9,247.61,46.29,25.16,1.11,58.74,239.0,30,60,5,2,4
2016-04-14,94.81,220.48,58.81,26.21,1.32,75.75,239.0,30,60,5,3,4
2016-04-15,137.48,285.18,76.2,37.57,1.98,85.91,302.0,30,60,5,4,4
2016-04-16,124.13,283.02,37.49,14.84,1.88,35.97,296.0,30,60,5,5,4
2016-04-17,102.86,283.02,42.35,13.34,1.04,66.77,247.0,30,60,5,6,4
2016-04-18,102.9,219.17,49.32,22.15,0.98,81.29,265.0,30,60,5,0,4
2016-04-19,129.06,311.93,63.21,35.73,1.52,98.35,301.0,30,60,5,1,4
2016-04-20,124.8,283.05,48.65,29.16,1.09,97.22,322.0,30,60,5,2,4
2016-04-21,92.74,265.56,42.87,19.87,0.88,103.07,291.0,30,60,5,3,4
2016-04-22,113.75,208.42,44.8,25.63,0.93,110.09,292.0,30,60,5,4,4
2016-04-23,89.52,171.92,50.78,25.65,1.51,87.26,258.0,30,60,5,5,4
2016-04-24,123.59,219.3,69.92,40.96,1.7,87.66,282.0,30,60,5,6,4
2016-04-25,104.5,213.36,70.04,39.91,1.47,87.38,271.0,30,60,5,0,4
2016-04-26,139.37,306.08,97.93,38.53,2.08,86.82,314.0,30,60,5,1,4
2016-04-27,162.54,379.7,108.53,33.53,2.7,87.74,377.0,30,60,5,2,4
2016-04-28,161.23,354.17,80.4,35.7,2.08,117.59,390.0,30,60,5,3,4
2016-04-29,181.49,383.05,88.26,38.0,2.14,56.3,392.0,30,60,5,4,4
2016-04-30,142.64,284.55,51.53,13.83,1.82,59.71,342.0,30,60,5,5,4
2016-05-01,124.21,284.55,52.3,10.98,1.9,74.25,297.0,30,60,5,6,5
2016-05-02,119.47,284.55,41.26,10.0,1.49,70.42,275.0,30,60,5,0,5
2016-05-03,125.36,284.55,59.73,21.42,1.49,101.53,281.0,30,60,5,1,5
2016-05-04,103.08,297.94,61.77,26.13,1.44,91.18,309.0,30,60,5,2,5
2016-05-05,65.02,173.86,46.27,18.35,1.14,79.9,262.0,30,60,5,3,5
2016-05-06,54.34,136.92,55.07,20.23,1.12,65.26,194.0,30,60,5,4,5
2016-05-07,77.89,193.14,66.68,20.15,0.98,75.61,229.0,30,60,5,5,5
2016-05-08,90.19,208.75,64.2,25.25,1.1,81.61,246.0,30,60,5,6,5
2016-05-09,77.34,168.66,48.67,18.97,1.04,79.06,225.0,30,60,5,0,5
2016-05-10,73.55,174.94,57.52,22.26,1.05,68.57,221.0,30,60,5,1,5
2016-05-11,66.49,112.6,52.3,16.32,0.98,61.02,185.0,30,60,5,2,5
2016-05-12,100.09,207.98,64.25,17.95,1.34,76.43,218.0,30,60,5,3,5
2016-05-13,99.88,250.51,60.29,16.54,1.1,95.52,310.0,30,60,5,4,5
2016-05-14,105.51,292.64,67.71,20.49,1.44,86.22,307.0,30,60,5,5,5
2016-05-15,128.85,379.8,57.06,18.7,1.83,56.63,325.0,30,60,5,6,5
2016-05-16,94.89,247.95,58.46,21.19,1.12,62.4,316.0,30,60,5,0,5
2016-05-17,92.95,249.27,62.4,27.34,1.19,89.66,302.0,30,60,5,1,5
2016-05-18,117.64,266.72,80.57,31.96,1.76,105.42,318.0,30,60,5,2,5
2016-05-19,94.22,219.01,67.73,27.98,1.86,85.76,300.0,30,60,5,3,5
2016-05-20,70.86,186.97,52.02,12.82,1.07,77.8,246.0,30,60,5,4,5
2016-05-21,78.02,233.72,48.23,13.08,0.96,107.9,255.0,30,60,5,5,5
2016-05-22,66.3,149.31,53.42,15.3,0.99,101.65,218.0,30,60,5,6,5
2016-05-23,87.31,163.9,45.86,16.69,0.79,93.48,252.0,30,60,5,0,5
2016-05-24,57.35,103.26,43.57,13.46,0.89,75.38,190.0,30,60,5,1,5
2016-05-25,105.02,240.52,50.77,13.98,1.48,126.55,256.0,30,60,5,2,5
2016-05-26,111.22,293.73,48.12,11.79,1.06,160.06,311.0,30,60,5,3,5
2016-05-27,180.71,379.29,50.38,13.73,1.29,169.35,381.0,30,60,5,4,5
2016-05-28,109.82,314.0,34.37,15.48,0.96,120.76,409.0,30,60,5,5,5
2016-05-29,42.67,169.36,35.71,10.6,0.87,101.26,269.0,30,60,5,6,5
2016-05-30,56.87,101.24,50.18,11.3,1.39,73.43,187.0,30,60,5,0,5
2016-05-31,101.54,214.14,49.41,9.15,1.29,83.4,225.0,30,60,5,1,5
2016-06-01,76.56,251.87,44.55,13.11,1.04,86.34,283.0,30,60,5,2,6
2016-06-02,81.4,298.5,49.88,13.87,1.3,94.77,316.0,30,60,5,3,6
2016-06-03,138.97,296.64,74.99,21.41,1.7,129.18,361.0,30,60,5,4,6
2016-06-04,137.81,274.63,75.26,15.4,1.48,115.31,330.0,30,60,5,5,6
2016-06-05,77.72,166.28,36.69,11.7,0.99,78.8,256.0,30,60,5,6,6
2016-06-06,84.61,208.17,45.47,14.68,1.48,100.24,237.0,30,60,5,0,6
2016-06-07,66.72,152.18,45.5,15.9,1.77,82.33,246.0,30,60,5,1,6
2016-06-08,64.08,143.88,57.31,19.95,1.45,79.75,202.0,30,60,5,2,6
2016-06-09,64.95,187.69,49.67,15.09,1.75,84.94,209.0,30,60,5,3,6
2016-06-10,75.75,239.74,51.75,18.14,3.84,92.8,262.0,30,60,5,4,6
2016-06-11,69.25,225.52,38.84,9.83,3.61,68.93,280.0,30,60,5,5,6
2016-06-12,70.71,272.34,40.04,9.78,2.59,70.91,279.0,30,60,5,6,6
2016-06-13,96.72,332.91,34.52,10.14,3.24,98.09,357.0,30,60,5,0,6
2016-06-14,59.02,197.51,38.55,8.29,3.44,57.42,266.0,30,60,5,1,6
2016-06-15,102.42,330.36,37.74,11.23,1.59,65.24,330.0,30,60,5,2,6
2016-06-16,62.37,109.42,30.44,9.89,2.49,56.97,248.0,30,60,5,3,6
2016-06-17,67.76,120.06,41.27,10.43,1.87,59.25,172.0,30,60,5,4,6
2016-06-18,79.17,142.57,33.98,8.64,1.94,68.32,234.0,30,60,5,5,6
2016-06-19,101.31,101.54,32.55,9.51,2.64,56.24,201.0,30,60,5,6,6
2016-06-20,83.1,84.18,40.24,11.24,2.11,52.76,206.0,30,60,5,0,6
2016-06-21,72.33,54.85,32.04,10.54,2.49,43.4,159.0,30,60,5,1,6
2016-06-22,75.14,99.89,31.89,7.88,3.73,51.74,187.0,30,60,5,2,6
2016-06-23,91.63,98.88,37.7,8.34,2.11,55.92,228.0,30,60,5,3,6
2016-06-24,100.02,331.1,45.29,9.03,2.02,101.3,284.0,30,60,5,4,6
2016-06-25,67.12,175.26,50.91,10.87,1.09,79.26,310.0,30,60,5,5,6
2016-06-26,48.0,86.63,40.57,8.71,0.85,58.37,158.0,30,60,5,6,6
2016-06-27,76.76,112.46,37.28,7.63,1.71,51.76,154.0,30,60,5,0,6
2016-06-28,80.89,96.05,40.07,9.77,3.0,55.61,187.0,30,60,5,1,6
2016-06-29,60.67,68.43,37.01,10.22,2.08,44.44,180.0,30,60,5,2,6
2016-06-30,69.65,103.25,34.17,9.43,2.39,51.31,190.0,30,60,5,3,6
2016-07-01,58.21,113.1,29.28,7.97,2.23,37.35,164.0,30,60,5,4,7
2016-07-02,57.24,96.62,33.9,7.81,2.93,40.49,148.0,30,60,5,5,7
2016-07-03,67.6,95.26,36.79,8.77,2.78,48.9,154.0,30,60,5,6,7
2016-07-04,57.1,75.83,37.93,8.88,1.72,52.3,160.0,30,60,5,0,7
2016-07-05,68.71,162.2,47.24,8.51,2.22,55.57,165.0,30,60,5,1,7
2016-07-06,77.71,143.29,34.78,7.6,2.64,57.81,210.0,30,60,5,2,7
2016-07-07,54.5,80.82,27.69,8.73,2.18,42.67,158.0,30,60,5,3,7
2016-07-08,54.96,98.86,42.07,8.38,1.58,45.55,172.0,30,60,5,4,7
2016-07-09,52.95,87.81,30.77,7.73,1.96,45.1,151.0,30,60,5,5,7
2016-07-10,59.13,86.18,35.91,7.94,1.72,43.24,143.0,30,60,5,6,7
2016-07-11,60.92,74.51,33.57,7.74,1.08,42.22,156.0,30,60,5,0,7
2016-07-12,39.32,57.16,32.55,9.06,2.36,43.95,108.0,30,60,5,1,7
2016-07-13,71.53,79.1,31.96,8.23,1.82,50.01,163.0,30,60,5,2,7
2016-07-14,73.51,56.29,29.7,7.39,5.0,47.3,247.0,30,60,5,3,7
2016-07-15,52.88,88.23,29.17,6.58,4.65,36.35,123.0,30,60,5,4,7
2016-07-16,50.99,44.48,22.38,7.18,1.21,33.31,106.0,30,60,5,5,7
2016-07-17,75.93,38.59,15.75,7.0,2.48,28.11,202.0,30,60,5,6,7
2016-07-18,44.08,77.07,32.85,7.31,1.47,36.73,120.0,30,60,5,0,7
2016-07-19,42.14,166.27,31.4,6.78,1.31,44.7,135.0,30,60,5,1,7
2016-07-20,56.86,203.09,34.96,9.36,1.16,61.07,245.0,30,60,5,2,7
2016-07-21,45.64,240.86,37.8,7.27,0.87,56.3,280.0,30,60,5,3,7
2016-07-22,48.36,157.41,37.42,8.63,1.14,64.4,269.0,30,60,5,4,7
2016-07-23,42.09,80.14,23.88,7.23,0.84,51.32,163.0,30,60,5,5,7
2016-07-24,59.4,124.47,56.56,8.91,1.45,65.42,195.0,30,60,5,6,7
2016-07-25,76.29,163.57,58.4,7.93,1.32,62.62,195.0,30,60,5,0,7
2016-07-26,54.5,95.08,40.48,8.2,1.08,52.3,163.0,30,60,5,1,7
2016-07-27,40.55,58.09,40.86,10.82,1.36,56.73,108.0,30,60,5,2,7
2016-07-28,46.44,68.69,42.81,9.95,1.34,72.25,134.0,30,60,5,3,7
2016-07-29,56.16,76.89,44.18,9.87,1.76,70.34,155.0,30,60,5,4,7
2016-07-30,42.7,50.0,36.78,8.69,1.55,49.28,116.0,30,60,5,5,7
2016-07-31,48.03,70.62,32.5,8.01,1.29,85.11,136.0,30,60,5,6,7
2016-08-01,43.47,53.42,29.86,10.33,1.29,68.03,150.0,30,60,5,0,8
2016-08-02,43.55,55.33,34.87,8.23,2.69,91.54,121.0,30,60,5,1,8
2016-08-03,50.86,67.92,36.14,6.96,1.35,92.81,149.0,30,60,5,2,8
2016-08-04,49.04,87.48,35.93,9.03,0.92,86.42,178.0,30,60,5,3,8
2016-08-05,39.3,78.77,33.68,9.36,1.2,63.17,120.0,30,60,5,4,8
2016-08-06,43.86,76.69,38.29,9.81,2.13,68.19,140.0,30,60,5,5,8
2016-08-07,42.84,75.19,31.42,10.02,2.48,67.17,142.0,30,60,5,6,8
2016-08-08,44.04,82.26,34.27,8.48,1.37,73.28,141.0,30,60,5,0,8
2016-08-09,41.29,64.76,29.05,8.02,2.93,59.76,125.0,30,60,5,1,8
2016-08-10,39.28,54.92,30.76,9.75,1.6,53.53,127.0,30,60,5,2,8
2016-08-11,30.66,32.79,29.78,8.37,2.22,54.64,119.0,30,60,5,3,8
2016-08-12,42.15,84.46,34.9,8.73,1.39,70.12,111.0,30,60,5,4,8
2016-08-13,56.45,92.71,43.49,7.77,1.53,68.22,132.0,30,60,5,5,8
2016-08-14,40.81,80.14,42.53,12.53,1.28,81.39,149.0,30,60,5,6,8
2016-08-15,39.51,185.99,32.96,8.87,2.15,91.79,166.0,30,60,5,0,8
2016-08-16,49.04,245.72,28.74,7.97,3.78,83.64,274.0,30,60,5,1,8
2016-08-17,62.19,247.59,36.46,11.16,0.95,85.32,295.0,30,60,5,2,8
2016-08-18,55.55,132.65,51.48,9.22,1.23,72.82,219.0,30,60,5,3,8
2016-08-19,59.03,153.16,43.97,8.84,1.15,69.54,169.0,30,60,5,4,8
2016-08-20,48.57,90.68,35.84,8.56,1.59,59.67,174.0,30,60,5,5,8
2016-08-21,28.01,65.58,27.58,9.02,3.11,42.88,111.0,30,60,5,6,8
2016-08-22,28.6,78.83,31.31,7.97,2.59,43.07,93.0,30,60,5,0,8
2016-08-23,38.99,85.48,39.47,8.06,1.25,50.23,107.0,30,60,5,1,8
2016-08-24,43.35,73.22,32.04,10.86,1.17,48.2,127.0,30,60,5,2,8
2016-08-25,45.88,118.92,35.41,8.23,0.99,32.24,93.0,30,60,5,3,8
2016-08-26,54.13,125.44,35.61,9.57,1.0,41.9,142.0,30,60,5,4,8
2016-08-27,56.56,170.2,20.84,7.91,0.36,26.55,93.0,30,60,5,5,8
2016-08-28,57.09,170.2,28.7,7.04,1.67,27.7,224.0,30,60,5,6,8
2016-08-29,54.73,189.12,37.48,8.92,1.1,40.47,169.0,30,60,5,0,8
2016-08-30,48.93,89.57,42.73,9.22,1.12,41.9,110.0,30,60,5,1,8
2016-08-31,37.1,60.16,41.82,8.72,2.07,41.57,100.0,30,60,5,2,8
2016-09-01,28.06,47.47,51.78,9.47,1.22,54.7,109.0,30,60,5,3,9
2016-09-02,44.31,111.18,41.71,9.37,0.98,64.8,154.0,30,60,5,4,9
2016-09-03,46.77,208.01,40.85,10.09,0.91,68.7,216.0,30,60,5,5,9
2016-09-04,57.64,269.42,31.96,9.05,0.91,56.8,262.0,30,60,5,6,9
2016-09-05,45.37,246.81,33.42,9.87,1.17,57.01,260.0,30,60,5,0,9
2016-09-06,50.42,282.23,34.74,10.61,2.99,61.24,329.0,30,60,5,1,9
2016-09-07,50.73,233.83,39.21,14.63,2.16,75.45,291.0,30,60,5,2,9
2016-09-08,71.72,260.6,39.69,12.02,1.41,63.76,300.0,30,60,5,3,9
2016-09-09,87.99,277.61,43.67,10.34,2.39,49.75,335.0,30,60,5,4,9
2016-09-10,45.7,190.45,38.14,10.81,0.75,55.82,240.0,30,60,5,5,9
2016-09-11,45.89,164.1,40.58,10.92,2.36,52.36,177.0,30,60,5,6,9
