date,pm25,pm10,no2,so2,co,o3,aqi,temp,humidity,wind,day_of_week,month
2019-11-03,582.28,706.58,49.67,10.2,2.39,33.91,659.0,30,60,5,6,11
2019-11-04,272.3,386.16,44.53,11.68,1.47,36.82,532.0,30,60,5,0,11
2019-11-05,190.41,296.98,44.32,13.17,1.43,39.23,385.0,30,60,5,1,11
2019-11-06,101.09,207.19,54.77,11.58,1.52,29.77,265.0,30,60,5,2,11
2019-11-07,182.47,292.56,51.64,11.95,1.58,23.72,296.0,30,60,5,3,11
2019-11-08,154.14,253.44,52.79,14.04,1.68,32.33,346.0,30,60,5,4,11
2019-11-09,140.8,230.5,44.01,11.58,1.34,30.42,321.0,30,60,5,5,11
2019-11-10,192.35,296.44,50.35,13.95,1.44,38.5,339.0,30,60,5,6,11
2019-11-11,252.48,380.54,61.36,15.18,1.79,42.35,376.0,30,60,5,0,11
2019-11-12,384.34,529.59,66.1,14.41,2.25,48.8,475.0,30,60,5,1,11
2019-11-13,383.36,541.19,73.6,15.12,2.5,39.52,532.0,30,60,5,2,11
2019-11-14,371.42,545.66,82.63,16.26,2.92,26.54,537.0,30,60,5,3,11
2019-11-15,423.52,576.12,59.35,14.14,2.35,37.71,595.0,30,60,5,4,11
2019-11-16,174.03,293.0,42.35,12.89,1.34,31.94,438.0,30,60,5,5,11
2019-11-17,96.34,165.5,33.78,10.78,0.92,27.01,273.0,30,60,5,6,11
2019-11-18,108.4,181.67,40.05,10.55,1.26,30.33,245.0,30,60,5,0,11
2019-11-19,126.92,218.13,52.79,12.05,1.6,31.56,251.0,30,60,5,1,11
2019-11-20,175.19,295.47,77.62,14.74,2.21,38.99,315.0,30,60,5,2,11
2019-11-21,217.7,363.77,91.65,19.85,3.0,48.43,375.0,30,60,5,3,11
2019-11-22,201.17,332.6,75.08,16.02,2.4,41.54,377.0,30,60,5,4,11
2019-11-23,130.41,224.14,52.7,11.64,1.3,25.58,334.0,30,60,5,5,11
2019-11-24,107.86,178.21,43.51,11.35,1.01,29.6,264.0,30,60,5,6,11
2019-11-25,122.37,213.67,53.29,13.59,1.45,31.86,269.0,30,60,5,0,11
2019-11-26,114.27,225.78,53.83,17.65,1.41,39.21,284.0,30,60,5,1,11
2019-11-27,65.7,128.1,42.94,10.71,0.89,30.2,166.0,30,60,5,2,11
2019-11-28,31.03,58.6,32.3,8.99,0.65,28.72,106.0,30,60,5,3,11
2019-11-29,53.79,100.29,41.9,10.14,1.03,24.66,89.0,30,60,5,4,11
2019-11-30,96.96,159.36,45.04,9.87,1.21,23.38,175.0,30,60,5,5,11
2019-12-01,123.66,192.47,50.39,11.39,1.17,32.28,257.0,30,60,5,6,12
2019-12-02,141.12,229.08,57.23,11.18,1.49,32.54,299.0,30,60,5,0,12
2019-12-03,140.07,241.56,60.85,11.37,1.49,32.57,302.0,30,60,5,1,12
2019-12-04,163.24,277.92,71.65,13.48,1.95,33.48,313.0,30,60,5,2,12
2019-12-05,271.99,416.79,91.53,14.48,2.95,42.41,389.0,30,60,5,3,12
2019-12-06,241.69,362.1,69.73,13.41,2.03,32.34,423.0,30,60,5,4,12
2019-12-07,233.79,348.44,66.41,15.4,2.32,33.69,382.0,30,60,5,5,12
2019-12-08,239.98,355.16,68.59,13.69,2.88,32.51,404.0,30,60,5,6,12
2019-12-09,200.33,311.58,68.28,12.34,2.32,29.47,371.0,30,60,5,0,12
2019-12-10,236.4,363.3,72.63,12.49,2.41,38.14,377.0,30,60,5,1,12
2019-12-11,299.85,452.65,85.56,14.71,3.2,41.46,430.0,30,60,5,2,12
2019-12-12,284.18,412.59,64.36,12.61,2.01,44.13,471.0,30,60,5,3,12
2019-12-13,94.62,124.26,41.21,7.9,1.14,29.14,322.0,30,60,5,4,12
2019-12-14,78.59,128.36,41.29,9.04,1.18,22.94,179.0,30,60,5,5,12
2019-12-15,94.67,151.57,39.9,8.5,1.15,22.96,205.0,30,60,5,6,12
2019-12-16,88.05,133.11,35.06,7.17,1.04,22.1,202.0,30,60,5,0,12
2019-12-17,93.07,140.23,32.7,7.26,1.07,24.27,178.0,30,60,5,1,12
2019-12-18,144.0,214.88,44.41,7.98,1.24,32.08,273.0,30,60,5,2,12
2019-12-19,261.16,385.13,55.64,9.64,1.92,28.22,354.0,30,60,5,3,12
2019-12-20,316.09,449.06,60.58,9.92,2.16,29.05,452.0,30,60,5,4,12
2019-12-21,249.87,353.94,50.24,8.52,1.71,23.62,441.0,30,60,5,5,12
2019-12-22,146.81,202.05,38.96,6.67,1.13,21.48,351.0,30,60,5,6,12
2019-12-23,171.47,240.19,39.83,7.0,1.28,23.8,321.0,30,60,5,0,12
2019-12-24,262.69,401.03,56.72,8.7,1.76,28.17,376.0,30,60,5,1,12
2019-12-25,166.71,258.28,39.77,6.96,1.2,21.13,384.0,30,60,5,2,12
2019-12-26,196.97,299.85,45.08,6.99,1.17,25.73,340.0,30,60,5,3,12
2019-12-27,240.07,371.45,54.6,7.88,1.39,27.55,372.0,30,60,5,4,12
2019-12-28,275.6,426.12,55.98,10.26,1.96,27.92,425.0,30,60,5,5,12
2019-12-29,326.79,500.15,57.76,10.25,1.86,35.11,455.0,30,60,5,6,12
2019-12-30,333.43,486.35,55.61,11.15,2.24,26.44,506.0,30,60,5,0,12
2019-12-31,245.53,338.18,47.5,11.03,1.8,28.07,417.0,30,60,5,1,12
2020-01-01,372.14,483.87,64.18,18.49,3.15,39.58,492.0,30,60,5,2,1
2020-01-02,327.04,439.31,64.8,19.95,3.32,36.5,485.0,30,60,5,3,1
2020-01-03,228.9,337.04,55.65,14.93,2.8,27.82,426.0,30,60,5,4,1
2020-01-04,220.6,327.22,57.67,12.85,2.2,29.94,366.0,30,60,5,5,1
2020-01-05,170.21,257.94,48.25,9.59,1.23,30.21,354.0,30,60,5,6,1
2020-01-06,159.64,247.47,51.19,11.34,1.27,21.99,335.0,30,60,5,0,1
2020-01-07,120.31,176.22,44.9,12.74,1.18,22.82,285.0,30,60,5,1,1
2020-01-08,117.98,145.85,38.64,8.67,1.13,17.63,281.0,30,60,5,2,1
2020-01-09,89.26,132.06,32.3,7.28,0.89,22.0,231.0,30,60,5,3,1
2020-01-10,130.82,203.54,45.12,9.44,1.3,27.25,255.0,30,60,5,4,1
2020-01-11,151.1,245.62,53.28,11.65,1.54,30.98,309.0,30,60,5,5,1
2020-01-12,207.23,325.36,59.91,12.35,2.26,32.47,352.0,30,60,5,6,1
2020-01-13,218.98,329.77,55.04,11.59,2.11,27.98,381.0,30,60,5,0,1
2020-01-14,115.62,163.67,38.08,9.24,1.16,21.62,314.0,30,60,5,1,1
2020-01-15,111.57,179.08,47.45,10.68,1.17,26.19,241.0,30,60,5,2,1
2020-01-16,139.06,197.9,44.21,10.44,1.11,18.63,286.0,30,60,5,3,1
2020-01-17,107.65,152.98,36.19,9.69,1.14,18.97,287.0,30,60,5,4,1
2020-01-18,125.3,198.24,43.78,9.65,1.32,19.93,262.0,30,60,5,5,1
2020-01-19,125.04,187.93,34.18,8.69,0.96,25.86,290.0,30,60,5,6,1
2020-01-20,142.18,225.67,38.21,9.65,1.39,24.64,282.0,30,60,5,0,1
2020-01-21,222.81,348.45,48.18,12.24,1.93,27.6,359.0,30,60,5,1,1
2020-01-22,198.88,296.98,44.3,10.95,1.9,24.63,378.0,30,60,5,2,1
2020-01-23,74.45,137.61,35.26,8.71,0.79,27.73,273.0,30,60,5,3,1
2020-01-24,79.83,151.81,44.0,10.73,0.99,30.53,155.0,30,60,5,4,1
2020-01-25,136.72,240.57,56.31,12.36,1.48,26.8,251.0,30,60,5,5,1
2020-01-26,201.2,309.09,50.94,12.81,2.09,32.7,349.0,30,60,5,6,1
2020-01-27,209.97,330.91,67.09,14.72,2.19,26.6,365.0,30,60,5,0,1
2020-01-28,104.45,149.12,42.01,11.12,1.26,23.29,302.0,30,60,5,1,1
2020-01-29,77.95,134.17,42.24,9.85,1.24,23.96,218.0,30,60,5,2,1
2020-01-30,91.56,168.43,45.04,10.06,1.08,24.23,195.0,30,60,5,3,1
2020-01-31,92.04,170.33,47.35,9.9,1.1,24.36,203.0,30,60,5,4,1
2020-02-01,112.13,201.19,44.25,10.02,1.26,29.22,244.0,30,60,5,5,2
2020-02-02,120.86,200.9,45.28,10.32,1.2,29.69,254.0,30,60,5,6,2
2020-02-03,138.5,243.43,53.71,11.4,1.51,33.94,297.0,30,60,5,0,2
2020-02-04,188.42,340.56,64.8,15.26,2.21,41.0,336.0,30,60,5,1,2
2020-02-05,150.08,255.41,53.35,13.31,1.3,32.03,344.0,30,60,5,2,2
2020-02-06,118.57,205.43,51.82,12.08,1.18,33.75,277.0,30,60,5,3,2
2020-02-07,150.15,253.82,58.46,14.21,1.51,34.75,307.0,30,60,5,4,2
2020-02-08,149.67,238.17,47.55,14.39,1.16,35.72,315.0,30,60,5,5,2
2020-02-09,151.43,247.62,50.75,14.64,1.29,36.29,310.0,30,60,5,6,2
2020-02-10,174.4,292.44,56.48,14.83,1.61,31.92,328.0,30,60,5,0,2
2020-02-11,176.57,306.12,60.12,14.37,1.89,37.22,347.0,30,60,5,1,2
2020-02-12,172.12,295.05,55.96,16.24,1.29,37.86,343.0,30,60,5,2,2
2020-02-13,95.72,179.78,41.59,16.49,0.95,36.8,279.0,30,60,5,3,2
2020-02-14,73.84,172.28,34.6,13.53,0.82,43.62,186.0,30,60,5,4,2
2020-02-15,83.07,174.78,44.57,17.59,0.91,42.21,174.0,30,60,5,5,2
2020-02-16,132.63,237.81,57.15,19.61,1.38,40.01,254.0,30,60,5,6,2
2020-02-17,158.69,282.84,61.17,18.85,1.61,38.6,323.0,30,60,5,0,2
2020-02-18,125.53,238.91,59.91,23.01,1.39,42.7,292.0,30,60,5,1,2
2020-02-19,138.46,286.39,59.9,20.13,2.0,44.29,300.0,30,60,5,2,2
2020-02-20,98.84,223.69,44.05,14.91,0.99,55.32,253.0,30,60,5,3,2
2020-02-21,53.11,85.49,33.27,10.45,0.83,39.58,170.0,30,60,5,4,2
2020-02-22,63.62,123.44,41.23,13.38,1.2,32.03,104.0,30,60,5,5,2
2020-02-23,105.71,182.2,42.24,14.3,1.26,35.15,221.0,30,60,5,6,2
2020-02-24,70.59,145.05,44.2,15.94,1.02,33.36,169.0,30,60,5,0,2
2020-02-25,127.75,224.02,46.76,18.24,1.22,35.32,244.0,30,60,5,1,2
2020-02-26,141.81,258.62,50.67,17.61,1.54,38.64,303.0,30,60,5,2,2
2020-02-27,107.28,203.77,46.15,14.7,1.23,36.36,270.0,30,60,5,3,2
2020-02-28,83.48,161.36,33.92,11.55,0.97,41.53,214.0,30,60,5,4,2
2020-02-29,60.01,115.82,33.98,12.05,0.83,37.35,144.0,30,60,5,5,2
2020-03-01,42.83,91.88,40.73,12.19,0.97,39.84,105.0,30,60,5,6,3
2020-03-02,99.34,203.51,50.23,15.81,1.58,36.64,192.0,30,60,5,0,3
2020-03-03,86.26,188.73,46.6,15.48,1.22,32.39,226.0,30,60,5,1,3
2020-03-04,82.9,193.79,45.62,16.22,1.1,41.77,200.0,30,60,5,2,3
2020-03-05,31.43,67.5,32.97,11.32,0.81,36.98,112.0,30,60,5,3,3
2020-03-06,21.32,38.5,33.71,10.42,0.87,33.52,82.0,30,60,5,4,3
2020-03-07,40.96,85.45,35.53,11.84,0.82,35.47,77.0,30,60,5,5,3
2020-03-08,72.1,140.22,37.14,12.61,1.11,34.59,156.0,30,60,5,6,3
2020-03-09,58.04,133.75,32.29,13.33,0.75,34.54,138.0,30,60,5,0,3
2020-03-10,84.35,160.91,30.22,17.21,0.84,47.66,186.0,30,60,5,1,3
2020-03-11,55.19,112.57,29.76,13.82,0.76,42.36,128.0,30,60,5,2,3
2020-03-12,56.92,155.18,36.74,13.68,0.94,34.27,125.0,30,60,5,3,3
2020-03-13,68.72,209.02,40.53,15.42,0.87,37.42,170.0,30,60,5,4,3
2020-03-14,39.41,85.26,34.59,11.59,0.76,29.17,131.0,30,60,5,5,3
2020-03-15,60.99,124.24,41.09,13.92,0.9,37.25,124.0,30,60,5,6,3
2020-03-16,61.61,144.37,41.52,14.8,0.89,38.38,148.0,30,60,5,0,3
2020-03-17,69.7,160.15,43.5,15.06,1.0,40.59,164.0,30,60,5,1,3
2020-03-18,68.93,162.56,45.86,14.93,1.07,41.73,162.0,30,60,5,2,3
2020-03-19,90.62,195.15,45.67,17.66,1.14,43.16,191.0,30,60,5,3,3
2020-03-20,90.31,200.79,51.26,19.71,1.24,48.23,209.0,30,60,5,4,3
2020-03-21,82.39,184.81,46.04,18.55,1.18,43.19,205.0,30,60,5,5,3
2020-03-22,78.61,134.46,29.85,16.63,0.92,47.67,198.0,30,60,5,6,3
2020-03-23,54.26,100.55,25.96,15.17,0.78,46.48,127.0,30,60,5,0,3
2020-03-24,55.85,103.62,27.07,15.81,0.81,38.23,124.0,30,60,5,1,3
2020-03-25,37.87,68.03,21.11,11.49,0.68,32.11,92.0,30,60,5,2,3
2020-03-26,45.69,75.81,16.58,12.82,0.58,30.59,93.0,30,60,5,3,3
2020-03-27,26.89,45.48,15.32,11.04,0.53,27.38,76.0,30,60,5,4,3
2020-03-28,21.23,34.15,17.52,10.28,0.54,25.06,51.0,30,60,5,5,3
2020-03-29,27.59,55.75,16.6,10.39,0.52,35.75,64.0,30,60,5,6,3
2020-03-30,35.08,64.66,17.52,12.47,0.58,40.26,74.0,30,60,5,0,3
2020-03-31,35.31,67.01,18.03,12.33,0.56,40.96,81.0,30,60,5,1,3
2020-04-01,32.88,65.84,19.17,13.0,0.62,35.06,80.0,30,60,5,2,4
2020-04-02,28.51,61.06,17.18,10.84,0.6,39.47,78.0,30,60,5,3,4
2020-04-03,31.36,62.69,20.07,11.99,0.61,46.82,84.0,30,60,5,4,4
2020-04-04,40.79,77.64,22.38,12.59,0.68,41.26,90.0,30,60,5,5,4
2020-04-05,51.79,96.88,24.42,16.03,0.81,44.55,103.0,30,60,5,6,4
2020-04-06,59.91,114.88,24.37,15.59,0.81,44.16,134.0,30,60,5,0,4
2020-04-07,33.12,94.02,19.27,13.46,0.6,42.65,100.0,30,60,5,1,4
2020-04-08,29.7,79.04,18.56,12.85,0.56,45.8,91.0,30,60,5,2,4
2020-04-09,36.13,76.32,21.37,14.2,0.66,48.34,89.0,30,60,5,3,4
2020-04-10,57.67,112.93,27.12,16.32,0.81,40.36,111.0,30,60,5,4,4
2020-04-11,53.03,118.1,23.64,18.38,0.83,49.51,126.0,30,60,5,5,4
2020-04-12,38.57,92.7,17.59,15.7,0.67,50.15,102.0,30,60,5,6,4
2020-04-13,60.6,136.77,23.4,19.86,0.83,41.07,119.0,30,60,5,0,4
2020-04-14,58.22,144.7,25.71,17.38,0.93,40.74,134.0,30,60,5,1,4
2020-04-15,58.31,190.98,24.55,14.89,0.93,38.22,152.0,30,60,5,2,4
2020-04-16,69.8,191.17,25.01,19.42,0.94,41.87,172.0,30,60,5,3,4
2020-04-17,26.93,89.58,15.83,14.08,0.64,53.53,123.0,30,60,5,4,4
2020-04-18,29.09,102.53,15.45,12.63,0.68,49.14,102.0,30,60,5,5,4
2020-04-19,35.49,73.86,19.72,13.17,0.71,40.53,95.0,30,60,5,6,4
2020-04-20,52.86,113.25,24.56,15.06,1.02,32.67,115.0,30,60,5,0,4
2020-04-21,37.17,87.27,19.64,15.36,0.82,48.56,102.0,30,60,5,1,4
2020-04-22,58.25,130.99,24.79,17.34,0.86,46.94,122.0,30,60,5,2,4
2020-04-23,54.71,127.82,24.83,17.39,0.91,43.99,129.0,30,60,5,3,4
2020-04-24,65.91,138.46,25.62,18.62,0.99,47.98,143.0,30,60,5,4,4
2020-04-25,33.09,85.83,18.68,12.76,0.75,54.53,121.0,30,60,5,5,4
2020-04-26,40.24,117.1,17.45,16.21,0.77,47.16,119.0,30,60,5,6,4
2020-04-27,27.18,53.02,14.8,15.59,0.76,53.43,98.0,30,60,5,0,4
2020-04-28,41.75,80.36,17.35,17.6,0.86,58.96,105.0,30,60,5,1,4
2020-04-29,55.18,114.91,20.11,19.08,0.91,58.57,123.0,30,60,5,2,4
2020-04-30,49.96,115.63,17.61,17.42,0.84,59.55,128.0,30,60,5,3,4
2020-05-01,61.04,143.11,18.46,17.52,0.89,56.81,140.0,30,60,5,4,5
2020-05-02,34.67,107.36,14.36,13.0,0.76,60.45,127.0,30,60,5,5,5
2020-05-03,32.56,83.02,15.14,11.94,0.68,49.04,110.0,30,60,5,6,5
2020-05-04,26.63,60.59,16.95,11.92,0.72,50.56,92.0,30,60,5,0,5
2020-05-05,56.24,115.91,21.36,16.4,0.87,52.12,117.0,30,60,5,1,5
2020-05-06,58.44,169.61,21.88,15.78,0.89,53.95,139.0,30,60,5,2,5
2020-05-07,36.02,88.35,17.97,13.6,0.73,73.11,140.0,30,60,5,3,5
2020-05-08,51.09,120.82,21.66,13.82,0.83,74.28,138.0,30,60,5,4,5
2020-05-09,54.18,126.9,17.65,13.33,0.85,76.32,142.0,30,60,5,5,5
2020-05-10,44.3,110.39,16.46,12.02,0.74,63.71,127.0,30,60,5,6,5
2020-05-11,43.26,93.49,19.53,12.66,0.76,64.6,113.0,30,60,5,0,5
2020-05-12,43.19,94.4,18.49,13.84,0.75,64.1,122.0,30,60,5,1,5
2020-05-13,68.8,159.2,21.34,15.41,0.9,52.2,132.0,30,60,5,2,5
2020-05-14,56.17,126.53,25.12,12.92,0.89,50.22,154.0,30,60,5,3,5
2020-05-15,47.44,101.93,23.45,13.71,0.84,53.08,125.0,30,60,5,4,5
2020-05-16,81.87,151.8,26.17,16.19,0.99,63.12,175.0,30,60,5,5,5
2020-05-17,98.63,187.24,31.96,20.19,1.06,59.79,202.0,30,60,5,6,5
2020-05-18,101.02,192.68,34.76,22.11,1.12,53.55,222.0,30,60,5,0,5
2020-05-19,106.63,208.65,42.67,20.41,1.31,57.05,238.0,30,60,5,1,5
2020-05-20,67.8,155.41,32.8,18.96,1.03,62.34,196.0,30,60,5,2,5
2020-05-21,55.92,163.77,31.36,18.99,1.09,62.56,149.0,30,60,5,3,5
2020-05-22,94.37,213.47,45.36,26.05,1.31,55.45,199.0,30,60,5,4,5
2020-05-23,74.92,209.49,42.43,17.05,1.16,41.87,202.0,30,60,5,5,5
2020-05-24,55.37,179.3,27.35,17.11,0.87,53.31,174.0,30,60,5,6,5
2020-05-25,61.46,162.41,30.92,21.3,0.94,54.74,157.0,30,60,5,0,5
2020-05-26,55.38,190.11,37.79,16.82,1.1,38.73,153.0,30,60,5,1,5
2020-05-27,43.22,161.76,26.95,14.49,0.83,66.77,156.0,30,60,5,2,5
2020-05-28,39.07,229.55,17.1,11.68,0.8,55.92,174.0,30,60,5,3,5
2020-05-29,24.62,66.66,19.02,9.95,0.77,47.48,129.0,30,60,5,4,5
2020-05-30,23.09,53.19,18.51,9.95,0.84,50.29,84.0,30,60,5,5,5
2020-05-31,21.51,40.43,17.05,9.06,0.84,42.29,80.0,30,60,5,6,5
2020-06-01,41.05,80.47,22.99,14.02,0.96,50.57,100.0,30,60,5,0,6
2020-06-02,45.9,98.32,24.78,12.71,0.92,50.06,123.0,30,60,5,1,6
2020-06-03,50.62,114.01,28.02,15.91,0.9,52.16,123.0,30,60,5,2,6
2020-06-04,68.24,143.79,34.11,17.97,1.09,39.14,144.0,30,60,5,3,6
2020-06-05,42.43,87.05,25.87,12.46,0.87,44.83,126.0,30,60,5,4,6
2020-06-06,35.14,80.49,21.25,10.69,0.82,51.46,102.0,30,60,5,5,6
2020-06-07,39.99,91.17,22.65,11.89,0.86,45.4,104.0,30,60,5,6,6
2020-06-08,46.9,103.27,25.81,15.78,0.94,51.77,112.0,30,60,5,0,6
2020-06-09,64.77,148.67,32.01,15.06,1.01,49.14,138.0,30,60,5,1,6
2020-06-10,58.9,156.29,34.31,14.12,1.03,40.8,154.0,30,60,5,2,6
2020-06-11,54.69,134.36,30.94,12.74,0.91,40.63,142.0,30,60,5,3,6
2020-06-12,64.0,152.7,30.05,12.9,1.06,43.37,152.0,30,60,5,4,6
2020-06-13,52.36,129.33,25.46,10.59,0.95,34.95,132.0,30,60,5,5,6
2020-06-14,71.08,150.28,26.01,13.57,1.04,38.86,147.0,30,60,5,6,6
2020-06-15,48.69,120.23,25.95,12.57,0.88,48.39,130.0,30,60,5,0,6
2020-06-16,39.87,107.99,24.58,12.08,0.88,51.4,126.0,30,60,5,1,6
2020-06-17,34.35,92.58,16.94,10.84,0.78,48.72,110.0,30,60,5,2,6
2020-06-18,36.84,100.62,18.32,12.19,0.82,47.98,107.0,30,60,5,3,6
2020-06-19,57.6,205.56,17.78,11.98,0.86,40.95,132.0,30,60,5,4,6
2020-06-20,35.96,108.73,20.37,10.98,0.8,36.24,158.0,30,60,5,5,6
2020-06-21,39.7,95.63,23.7,11.71,0.85,33.92,105.0,30,60,5,6,6
2020-06-22,39.47,77.48,20.61,11.08,0.91,42.76,104.0,30,60,5,0,6
2020-06-23,29.02,64.12,16.39,11.09,0.88,28.64,85.0,30,60,5,1,6
2020-06-24,30.91,62.61,16.84,11.02,0.89,24.77,71.0,30,60,5,2,6
2020-06-25,38.37,77.76,21.41,11.28,1.02,25.92,86.0,30,60,5,3,6
2020-06-26,50.01,112.08,22.06,11.66,1.01,24.82,104.0,30,60,5,4,6
2020-06-27,39.8,155.94,21.46,10.38,0.87,18.88,112.0,30,60,5,5,6
2020-06-28,59.52,308.65,21.6,10.7,0.94,18.05,196.0,30,60,5,6,6
2020-06-29,44.86,184.12,21.57,11.58,0.88,26.61,233.0,30,60,5,0,6
2020-06-30,39.8,91.98,17.96,10.51,0.84,37.29,114.0,30,60,5,1,6
2020-07-01,54.01,128.66,21.05,11.15,0.97,29.73,101.0,30,60,5,2,7
